	id	context	question	model_answer	gold_answers	mturk_scores	avg_score
853	-4871423862938891108	" You 've Come a Long Way, Baby is the second studio album by English electronic music producer Fatboy Slim. It was released on 19 October 1998 in the United Kingdom by Skint Records and in the United States by Astralwerks. The album was recorded and produced at Cook's home studio called ""The House of Love "" in Brighton, England. "	who said you've come a long way baby	fatboy slim	['english electronic music producer fatboy slim']	[]	0
854	6467005424329099350	 Elephant in the room is an English - language metaphorical idiom for an obvious problem or risk that no one wants to discuss, or a condition of groupthink that no one wants to challenge. 	what does the expression the elephant in the room mean	obvious problem or risk that no one wants to discuss	['obvious problem or risk that no one wants to discuss or a condition of groupthink that no one wants to challenge']	[]	0
855	7567879313478776210	" Chris ""Mac Daddy "" Kelly and Chris ""Daddy Mac "" Smith were only twelve and thirteen years old when they recorded the song. ""Jump "" was written and produced by Jermaine Dupri. It was the fastest selling single in fifteen years and stayed on top of the Billboard Hot 100 for eight weeks. Kris Kross's debut album Totally Krossed Out, which features ""Jump "", sold over four million copies. It also reached number one on the charts in Australia and New Zealand, and number 2 in the United Kingdom, held off the top by KWS ' cover song ""Please Do n't Go "". This song kept Queen's ""Bohemian Rhapsody "", En Vogue's ""My Lovin '  (You 're Never Gonna Get It) "" and the Red Hot Chili Peppers ' ""Under The Bridge "" from the top spot on the Billboard Hot 100, in which all three songs peaked at number 2. At the time of its eight - week run, it was the longest running No. 1 since The Police's ""Every Breath You Take "" spent eight weeks at No. 1 in the summer of 1983. "	how old were kriss kross when they made jump	twelve and thirteen years old	['chris mac daddy kelly and chris daddy mac smith were only twelve and thirteen years old']	[]	0
856	6271379473335413514	 Set in the fictional town of Port Canaan, Oregon and in Seattle, the series was filmed in coastal areas of British Columbia and in the city of Vancouver in 2017. The beach where the refugees arrive is near Ucluelet on Vancouver Island while the sheriff's office and some other locations were filmed in and around the village of Britannia Beach, north of Vancouver. The Oceanic Plaza in Vancouver was the setting for the Seattle offices of the show's Homeland Security and other scenes were filmed in and around the city. Additional shooting locations in BC were in Steveston, British Columbia and in New Westminster. The first camp footage was filmed at Camp McLean. Filming in Vancouver started in July and wrapped in late - November 2017. 	where does the crossing tv show take place	set in the fictional town of port canaan oregon and in seattle	['fictional town of port canaan oregon and in seattle']	[]	0
857	1620482883034848811	" Billy Redden  (born 1956) is an American actor, best known for his role as a backwoods, mountain boy in the 1972 film Deliverance. He played Lonnie, a banjo - playing teenager of the country in north Georgia, who played the noted ""Dueling Banjos "" with Drew Ballinger, played by Ronnie Cox. The film was critically acclaimed and received nominations for awards in several categories. "	who was the kid that played the banjo in deliverance	lonnie	['billy redden']	[]	0
858	-4977825646620228846	" Arthur Hamilton later said of the song: ""I had never heard the phrase. I just liked the combination of words... Instead of ' Eat your heart out ' or ' I 'll get even with you, ' it sounded like a good, smart retort to somebody who had hurt your feelings or broken your heart. "" He was initially concerned that listeners would hear a reference to the Crimea, rather than ``... cry me a... "", but said that ``... sitting down and playing the melody and coming up with lyrics made it a nonissue. "" "	who is the song cry me a river about	arthur hamilton	['good smart retort to somebody who had hurt your feelings or broken your heart']	[]	0
859	5097994110961197285	" Some time later, while she was working in San Francisco, Grissom called her because he needed someone outside the Las Vegas team. Sidle went to Las Vegas and helped resolve some Internal Affairs problems within the CSIs while also providing a replacement for Holly Gribbs, who had been shot. Some episodes later, she became a permanent member of the night shift as a CSI Level 3 at the LVPD Criminalistics Bureau, specialising in materials and element analysis. In Season 8, Sidle briefly changed from nights to swing shifts. In the Season 10 premiere, it is revealed she is married to Grissom. In Season 13, Episode 15, she reveals that Grissom had split up with her. However in series finale ""Immortality "", she and Grissom are reunited. "	csi when do grissom and sara get together	immortality	['series finale immortality']	[]	0
860	-6852383066797541399	" Congress amended the bill on June 1, 1954, replacing ""Armistice "" with ""Veterans, "" and it has been known as Veterans Day since. "	when did veterans day start being called veterans day	1954	['june 1 1954']	[]	0
861	3877198265077954744	" ""Sealed with a Kiss "" is a song written by Peter Udell and Gary Geld and was most successful as a 1962 hit single for Brian Hyland, who recalls Geld saying the song was ""based on, but not totally based on, a Bach finger exercise  (see five - finger exercise). "" The original recording of ""Sealed With a Kiss "" was that by The Four Voices which was released as a single in May of 1960 without becoming a hit. "	who wrote the song sealed with a kiss	peter udell and gary geld	['peter udell', 'gary geld']	[]	0
862	1331619492898011314	 Pernell Elven Roberts, Jr.  (May 18, 1928 -- January 24, 2010) was an American stage, film and television actor, as well as a singer. In addition to guest - starring in over 60 television series, he was best known for his roles as Ben Cartwright's eldest son Adam Cartwright on the Western television series Bonanza  (1959 -- 1965), and as chief surgeon Dr. John McIntyre, the title character on Trapper John, M.D.  (1979 -- 1986). 	who played adam in bonanza and where is he	trapper john md	['pernell elven roberts jr']	[]	0
863	6270176002370837010	" The ship's ""NCC - 1701 "" registry number stemmed from ""NC "" being one of the international aircraft registration codes assigned to the United States; the second ""C "" was added as Soviet aircraft used ""CCCC "" and Matt Jeffries combined the two as he believed a venture into space would be a joint operation by the United States and Russia. According to The Making of Star Trek, ""NCC "" is the Starfleet abbreviation for ""Naval Construction Contract "", comparable to what the U.S. Navy would call a hull number. The ""1701 "" was chosen to avoid any possible ambiguity; according to Jefferies, the numbers 3, 6, 8, and 9 are ""too easily confused "". Other sources cite it as a reference to the house across the street from where Roddenberry grew up, while another account gives it as the street address of Linwood Dunn. Jefferies ' own sketches provide the explanation that it was his 17th cruiser design with the first serial number of that series: 1701. The Making of Star Trek explains that ""USS "" should mean ""United Space Ship "" and that ""Enterprise is a member of the Starship Class "". The ship's class was officially changed to Constitution Class with the release of the Star Trek Star Fleet Technical Manual in 1975, even though all previous references identify it as Starship Class. "	what does ncc mean on the starship enterprise	naval construction contract	['starfleet abbreviation for naval construction contract comparable to what the us navy would call a hull number']	[]	0
864	-1643376268932982556	" Before leaving Hogwarts to accompany Dumbledore in locating another horcrux -- part of Voldemort's soul -- Harry discovers from Professor Trelawney that it was Snape who overheard the prophecy and told it to Voldemort, resulting in Voldemort hunting down Harry and his parents. Despite this and Harry's angry questions, Dumbledore avers his trust in Snape. Returning to Hogwarts after retrieving Voldemort's Horcrux, Harry and Dumbledore alight atop the school's astronomy tower. Gravely weakened by the horcrux's protective potion, Dumbledore tells Harry he must fetch Snape, but before Harry can leave, Draco suddenly arrives, intending to carry out Voldemort's order to assassinate Dumbledore, closely followed by other Death Eaters  (followers of Voldemort), and Snape. Snape interrupts the planned murder, killing the headmaster himself. Harry, who is paralysed under his invisibility cloak by Dumbledore for his own protection, witnesses the kill, and is released upon Dumbledore's death. Enraged, he pursues Snape, Draco, and the Death Eaters as they flee the castle. Snape easily blocks Harry's spells and jeeringly points out Harry's mistakes, but never strikes back. During the confrontation, Snape reveals himself as the eponymous ""Half - Blood Prince ""  (being the half - blood son of Muggle Tobias Snape and pure - blood Eileen Prince). Snape passes through the school gates and Disapparates with Draco in tow at the book's end. The full relationship between Dumbledore and Snape and the reason for Snape's actions remain unknown until the final book. In an interview, Rowling mentioned that at this point in the series, the Harry -- Snape relationship has become ""as personal, if not more so, than Harry -- Voldemort. "" "	what is the meaning of the half blood prince	half blood son of muggle tobias snape and pure blood	['being the half blood son of muggle tobias snape and pure blood eileen prince']	[]	0
865	-3615105782676603474	 The Christian cross, seen as a representation of the instrument of the crucifixion of Jesus, is the best - known symbol of Christianity. It is related to the crucifix  (a cross that includes a usually three - dimensional representation of Jesus ' body) and to the more general family of cross symbols. 	meaning of the cross in the catholic church	symbol of christianity	['representation of the instrument of the crucifixion of jesus']	[]	0
866	2794576693632194428	" By means of ""noting ""  (which, in Shakespeare's day, sounded similar to ""nothing "" as in the play's title, and which means gossip, rumour, and overhearing), Benedick and Beatrice are tricked into confessing their love for each other, and Claudio is tricked into rejecting Hero at the altar on the erroneous belief that she has been unfaithful. At the end, Benedick and Beatrice join forces to set things right, and the others join in a dance celebrating the marriages of the two couples. "	what does nothing mean in much ado about nothing	gossip rumour and overhearing	['noting which in shakespeares day sounded similar to nothing as in the plays title and which means gossip rumour and overhearing']	[]	0
867	-6055666270928017856	 Cell nuclei contain most of the cell's genetic material, organized as multiple long linear DNA molecules in a complex with a large variety of proteins, such as histones, to form chromosomes. The genes within these chromosomes are the cell's nuclear genome and are structured in such a way to promote cell function. The nucleus maintains the integrity of genes and controls the activities of the cell by regulating gene expression -- the nucleus is, therefore, the control center of the cell. The main structures making up the nucleus are the nuclear envelope, a double membrane that encloses the entire organelle and isolates its contents from the cellular cytoplasm, and the nuclear matrix  (which includes the nuclear lamina), a network within the nucleus that adds mechanical support, much like the cytoskeleton, which supports the cell as a whole. 	why the nucleus is called the control center of the cell	nucleus maintains the integrity of genes and controls the activities of the cell	['controls the activities of the cell by regulating gene expression']	[]	0
868	8230260479371901294	 The NOUN operates an e-library at the headquarters situated at Victoria Island, Lagos, Nigeria which all students have access to after providing a valid student's identity card. Students have access to both Internet facilities, books, journals, projects, thesis of past students and other educational materials. 	where is national open university located in lagos	victoria island lagos nigeria	['victoria island']	[]	0
869	-3069452634357745829	" Personally identifiable information  (PII), or sensitive personal information  (SPI), as used in information security and privacy laws, is information that can be used on its own or with other information to identify, contact, or locate a single person, or to identify an individual in context. The abbreviation PII is widely accepted in the U.S. context, but the phrase it abbreviates has four common variants based on personal / personally, and identifiable / identifying. Not all are equivalent, and for legal purposes the effective definitions vary depending on the jurisdiction and the purposes for which the term is being used.  (In other countries with privacy protection laws derived from the OECD privacy principles, the term used is more often ""personal information "", which may be somewhat broader: in Australia's Privacy Act 1988  (Cth) ""personal information "" also includes information from which the person's identity is ""reasonably ascertainable "", potentially covering some information not covered by PII.) "	pii is classified as what type of information	personally identifiable information	['information that can be used on its own or with other information to identify contact or locate a single person or to identify an individual in context']	[]	0
870	4892653597092348589	 Lake Mungo 3  (LM3) was discovered by ANU geomorphologist Dr. Jim Bowler on 26 February 1974 when shifting sand dunes exposed the remains. LM3 was found near Lake Mungo, one of several dry lakes in the southeast part of the continent and 500m east of the LM1 site. The body had been laid out in great ceremony on its back, with knees bent and hands positioned at the groin with the fingers interlocked. Next to the body were the remains of fire. The body had been sprinkled with red ochre, in the earliest known example of such a sophisticated and artistic burial practice. This ritual burial aspect of the discovery has been particularly significant to Indigenous Australians, since it indicates that certain cultural traditions have existed on the Australian continent for much longer than previously thought. At the time of LM3's discovery, it was believed that Aboriginals had arrived in Australia from Asia around 20,000 years ago. Since the discovery of LM3, further archeological finds at Lake Mungo suggest that human occupation of the area dates as far back as 50,000 years ago. 	where are the bones found in lake mungo	lake mungo 3	['near lake mungo one of several dry lakes in the southeast part of the continent and 500m east of the lm1 site']	[]	0
871	-8398551791510887037	" Nearly all cases come before the court by way of petitions for writs of certiorari, commonly referred to as ""cert "". The Court may review any case in the federal courts of appeals ""by writ of certiorari granted upon the petition of any party to any civil or criminal case. "" Court may only review ""final judgments rendered by the highest court of a state in which a decision could be had "" if those judgments involve a question of federal statutory or constitutional law. The party that appealed to the Court is the petitioner and the non-mover is the respondent. All case names before the Court are styled petitioner v. respondent, regardless of which party initiated the lawsuit in the trial court. For example, criminal prosecutions are brought in the name of the state and against an individual, as in State of Arizona v. Ernesto Miranda. If the defendant is convicted, and his conviction then is affirmed on appeal in the state supreme court, when he petitions for cert the name of the case becomes Miranda v. Arizona. "	where do a majority of supreme court cases come from	petitions for writs of certiorari	['by way of petitions for writs of certiorari']	[]	0
872	-3248419305586561643	 Martin believes the last two volumes of the series will be big books of 1500 manuscript pages each. The sixth book will be called The Winds of Winter, taking the title of the last book of the originally planned trilogy. Displeased with the provisional title A Time for Wolves for the final volume, Martin ultimately announced A Dream of Spring as the title for the seventh book in 2006. Martin said in March 2012 that the final two novels will take readers farther north than any of the previous books, and that the Others will appear in the book. 	how many books left in game of thrones	1500 manuscript pages each	['two']	[]	0
873	2539740856875655502	"  Sandbagger   A golfer that carries a higher official handicap than his skills indicate, e.g., carries an eight, plays to a two. Sandbaggers usually artificially inflate their handicaps with the intent of winning bets on the course, a practice that most golfers consider cheating. Also known as a bandit.   Sand save   When a player achieves par by getting up and down from a green - side bunker. Sand save percentage is one of many statistics kept by the PGA Tour.   Sand trap   See bunker. Golfers with a deep knowledge of the game rarely refer to a bunker as a sand trap.   Sand wedge   A lofted club designed especially for playing out of a bunker. The modern sand wedge was invented by Gene Sarazen. Although sand wedges were designed for bunker shots, they are actually used for all types of shots within 100 yards  (90 meters).   Sandy  (or Sandie)   A score of par or better that includes a bunker shot. Sandys are counted as points in some social golf games. If a par or better is achieved after hitting two or three bunker shots on the same hole, the terms double sandy or triple sandy are used, respectively. See Funnies.   Scotch foursomes   In scotch foursomes teams of 2 players compete against each other. Players alternate hitting the same ball. The first player tees off, the second player hits the second shot, the first player hits the third shot, and so on until the ball is holed. To this point, the definition of ' scotch foursomes ' is the same as that of ordinary ' foursomes '; however, players do not alternate hitting tee shots as they would in foursomes. If Player A teed off on the first hole and Player B holed the final putt, Player B would not tee off at the second, meaning that Player A could, in theory, play every tee shot on the round. The team with the lowest score wins the hole.   Scramble    (i) When a player misses the green in regulation, but still makes par or better on a hole. Scrambling percentage is one of many statistics kept by the PGA Tour.  (ii) A two or four man format, similar to Best Ball, except in a scramble, each player strikes a shot, the best shot is selected, then all players play from that selected position.   Scratch golfer   A player's whose handicap equals zero.   Senior   Describes a competition for older golfers, or individuals who play in such competitions. In men's professional golf, the standard lower age limit is 50. Some competitions use 45  (the Legends Tour in women's golf) or 55  (the U.S. Senior Amateur) as the lower limit.   Senior PGA Tour   The original name of the tour now known as PGA Tour Champions; used from 1980 through 2001.   Shamble   A format, similar to a scramble, where every player hits from the tee, the best tee - shot is selected, and each player holes - out from the selected tee - shot.   Shank   An erratic shot in which the golf ball is struck by the hosel of the club. On a shank, a player has struck the ball with a part of the club other than the club - face. A shanked shot will scoot a short distance, often out to the right, or might be severely sliced or hooked.   ""Shanks ""   A condition in which a golfer suddenly can not stop shanking the ball; novice and experienced golfers can be affected.   Shrimp   A severe hook, named because it resembles the shape of a shrimp.   Shoot your  (my) age   A round of 18 holes where a given player has a score equal to, or less than, a player's age. For example, an eighty - year - old man who scores an 80 has shot his age.   Shoot your  (my) temperature   A round of 18 holes where a given player has a score equal to 98 or 99. Since this is not a good score, it is usually used to deride an opponent.   Short game   Shots that take place on or near the green. Putting, chipping, pitching, and green - side bunker play are all aspects of the short game.   Short side   To hit a shot that misses the green to the same side in which the hole is cut. This typically results in a difficult following shot with very little area on the green to land and stop the ball.   Sit   Telling the ball to drop softly, and not roll after landing.   Skin   A skins game pits players in a type of match play in which each hole has a set value  (usually in money or points). The player who wins the hole is said to win the ""skin "", and whatever that skin is worth. Skins games may be more dramatic than standard match play if it is agreed by the players that holes are not halved. Then, when any two players tie on a given hole, the value of that hole is carried over and added to the value of the following hole. The more ties, the greater the value of the skin and the bigger the eventual payoff.   Skull   To skull the ball means to contact the ball with the leading edge of the iron, often resulting in a low shot that goes further than expected with little to no spin. A skulled shot is almost always due to a mishit by the golfer. The terms ""blade "" and ""thin "" are also used interchangeably with skull.   Slice   A shot that initially takes a trajectory on the same side of the golf ball from which the player swings but eventually curves sharply back opposite of the player. Under normal circumstances, a slice is unintentional; however, good players can use a slice to their advantage in certain situations. Slices are often the most common miss for below - average players. A shot that follows the same trajectory but to a lesser degree is referred to as a ' cut ' or ' fade '. A cut or fade is often intentionally used by above - average players to achieve a certain type of spin. The curved shape of the ball - flight is the result of sideways spin. For that reason a ""slice "" does not refer to a putt.   Slope rating   Slope Rating is a number, from 55 to 155, used to determine the level of difficulty of a golf course for a bogey golfer. An ""average "" course has a slope rating of 113.   Snap hook   A severe hook that usually goes directly left as well as curving from right to left, for a right - handed golfer. A snap hook is when a severe left to right hook occurs for a left - handed golfer.   Snowman   To score an eight on a hole is to score a snowman. So - named because an eight  (8) looks similar to the body of a snowman.   Society   An organized group of golfers, usually not affiliated with any individual golf course. Members are often drawn from the same workplace, profession, alma mater, or other association.   Sole   The bottom or underside of any type of golf club. It is where the club rests on the ground in playing position.   Span   Move your marker when in the way of another persons line of putt.   Speed   The pace of a putt. Proper ' speed ' of a putt will either hole the putt or leave it about 18 inches beyond the cup. Furthermore, the speed of the putt will often determine the amount of curve, or break, in a putt.   Sprachle   Generally, this refers to playing badly. Sprachle is a Scottish term.   Spray   To hit the ball with a grossly inconsistent direction, compared to the intended target, in a seemingly random manner.   Stableford   A points based scoring system. The number of strokes taken on each hole relative to par translates into a set number of points, with the winner being the player who accumulates the highest number of points.   Stimpmeter   A device used to measure the speed of putting greens.   Strategic   A type of golf hole design where the player has a choice of shots that can be played to make par on the hole. Generally the choices that have the least chance of entering a hazard are intended to have the least chance of making par. Compare with Penal.   Stony   An English golf term dating back to the late 1800s which means, a shot that lands close to the flagstick.   Stroke play   Style of scoring in which the player with the fewest strokes wins. Most professional tournaments are stroke play.   Stymie   To block another player's putting path to the hole with one's own ball. Now an anachronism since the rules of golf permit marking the spot of the ball on the green, thus allowing the other player to putt into the hole without obstruction.   Sunday Bag   A small and lightweight golf bag. Traditionally caddies were not available on a Sunday, so the golfer would carry their clubs in such a bag. Now often used to carry a small number of clubs or when travelling to play golf when a full size bag would be unnecessary or inconvenient.   Sunday Stick or Sabbath Stick   A golf club disguised as a walking stick for surreptitious golf on a Sunday in societies with strict observance of the sabbath.   Sweet - spot   The location on the club - face where the optimal ball - striking results are achieved. The closer the ball is struck to the sweet - spot, the higher the Power transfer ratio will be. Hitting it in the sweet - spot is also referred to as hitting it in the screws.   Swing   The movement a golf player makes with his / her body and club to hit the ball. A golf swing is made up of a series of complex mechanical body movements. A perfect golf swing is regarded as the ""holy grail "" of the sport, and there are many approaches as to how to achieve ""perfection "". Although there is only one ""textbook "" golf swing, a perfect golf swing is unique to every individual, and, in fact, it is impossible for a human to perfectly duplicate the textbook golf swing.  "	when are you considered a senior in golf	competition for older golfers	['50']	[]	0
874	-2845998904524119807	 In all other episodes of the series the twin boys are named Michael and Geoffrey and are played by the Sweeten twins  (Sullivan and Sawyer Sweeten). 	what are the twins called in everybody loves raymond	michael and geoffrey	['michael', 'geoffrey']	[]	0
875	6033941793602785894	" Oak apple or oak gall is the common name for a large, round, vaguely apple - like gall commonly found on many species of oak. Oak apples range in size from 2 to 4 centimetres  (1 to 2 in) in diameter and are caused by chemicals injected by the larva of certain kinds of gall wasp in the family Cynipidae. The adult female wasp lays single eggs in developing leaf buds. The wasp larvae feed on the gall tissue resulting from their secretions. Considerable confusion exists in the general ""literature "" between the oak apple and the oak marble gall. The oak marble is frequently called the oak apple due to the superficial resemblance and the preponderance of the oak marble gall in the wild. Other galls found on oak trees include the oak artichoke gall and the acorn cup gall, but each of these has its own distinctive form. "	what are the balls that grow on oak trees	galls	['oak apple or oak gall']	[]	0
876	-100730698505511386	"  abaca   via Spanish abacá from Tagalog abaká   abalone   from Spanish abulón, from Ohlone aluan or Rumsen awlun.   adios   from Spanish ' adiós ' meaning ""goodbye "" < latin ad deus ""go with god ""   adobe   From Egyptian via Arabic ""Al - tub ""   aficionado   from past participle of aficionar, to inspire affection, from afición affection, from Latin affection -, affectio, from afficere.   albatross   from alcatraz, see below.   Alcalde   from alcalde, magistrate.   Alcatraz    (meaning ""gannet "") from Arabic غطاس al - ġaţţās  (""the diver "")   alidade   via French, Spanish alidada and Medieval Latin alhidade from Arabic العهدة al - idada, ""the revolving radius ""   alligator   from el lagarto, ""the lizard "" < latín lacartus < lacertus.   alpaca   via Spanish, from Aymara allpaqa   aludel   from Old French alutel, via Spanish and Medieval Latin from Arabic الأثال al - ʾuṯāl, ""the sublimation vessel ""   amigo   from Spanish and / or Portuguese amigo, ""friend ""; from Latin amicus meaning ""friend, "" derived from amare  (to love).   amole   Mexican Spanish from Nahautl amolli meaning ""soap root. ""   amontillado   from the village of Montilla ""little mount "", Province of Córdoba, Spain   ancho   from Mexican Spanish  (chile) ancho, ""wide  (chili) "" < latin amplus   anchovy   from Spanish anchoa or more probably Portuguese anchova meaning ""bluefish ""; from Genoese or Corsican dialect; ultimately from Latin apua meaning ""small fish "" and Greek Αφυε aphye meaning ""small fry "" or from Basque anchuva meaning ""dry ""   Angeleno   from American Spanish   Apache   from Mexican Spanish from Yavapai  ́ epache meaning ""people "" or from Zuni apachu "" meaning ""enemy ""   armada   ""armed  (fleet) "" from the Spanish navy, La armada española   armadillo   from armadillo, ""little armored one ""   arroyo   from arroyo, ""stream "" < arrugium   avocado   alteration of Spanish aguacate, from Nahuatl ahuacatl.   ayahuasca   via Spanish from Quechua ayawaska meaning ""soul vine. ""  "	what is an english word that has been borrowed from spanish	abaca	['adios']	[]	0
877	-3904153107227785612	 The atlanto - occipital joint  (articulation between the atlas and the occipital bone) consists of a pair of condyloid joints. The atlanto - occipital joint is a synovial joint. 	what type of joint is the atlanto occipital	synovial	['synovial joint']	[]	0
878	4411672003276898792	" Beauty and the Beast  (French: La Belle et la Bête) is a traditional fairy tale written by French novelist Gabrielle - Suzanne Barbot de Villeneuve and published in 1740 in La Jeune Américaine et les contes marins  (The Young American and Marine Tales). Her lengthy version was abridged, rewritten, and published first by Jeanne - Marie Leprince de Beaumont in 1756 in Magasin des enfants  (Children's Collection) and by Andrew Lang in the Blue Fairy Book of his Fairy Book series in 1889, to produce the version  (s) most commonly retold. It was influenced by some earlier stories, such as ""Cupid and Psyche "", written by Lucius Apuleius Madaurensi in The Golden Ass in the 2nd century AD, and ""The Pig King "". an Italian fairytale published by Giovanni Francesco Straparola in The Facetious Nights of Straparola. "	who wrote the story beauty and the beast	gabrielle suzanne barbot de villeneuve	['french novelist gabrielle suzanne barbot de villeneuve']	[]	0
879	4835985397667366031	" The name Mendoza means ""cold mountain "", derived from the Basque words mendi  (mountain) and  (h) otz  (cold) + definite article ' - a '  (Mendoza being mendi+  (h) otza). The original Basque form with an affricate sibilant  (/ ts /, Basque spelling / tz /) evolved in Spanish to the current form. "	where does the last name mendoza originate from	basque	['cold mountain derived from the basque words mendi mountain and h otz cold definite article a mendoza being mendi h otza']	[]	0
880	-1932352357432649491	 From the 16th century, all pencils were made with leads of English natural graphite, but modern pencil lead is most commonly a mix of powdered graphite and clay; it was invented by Nicolas - Jacques Conté in 1795. It is chemically unrelated to the metal lead, whose ores had a similar appearance, hence the continuation of the name. Plumbago is another older term for natural graphite used for drawing, typically as a lump of the mineral without a wood casing. The term plumbago drawing is normally restricted to 17th and 18th century works, mostly portraits. 	where does graphite come from to make pencils	english natural graphite	['mix of powdered graphite and clay']	[]	0
881	-217080169408879418	 The transit station for local bus / rail service is in the lower level of the eastern parking ramp. The station was built in the early 1990s. 	where is the train station at mall of america	in the lower level of the eastern parking ramp	['lower level of the eastern parking ramp']	[]	0
882	-3195921190312267084	 Sometime later in Seattle, Washington, Jesse, a 12 - year - old boy abandoned by his mother six years before, is caught by the police for stealing food and vandalizing the theme park. Jesse's social worker Dwight earns him a reprieve by finding him a foster home and having him clean up the graffiti at the theme park as part of his probation. His foster parents are the supportive and kind Annie and Glen Greenwood, but Jesse is initially unruly and hostile to them. 	what city does free willy take place in	seattle	['seattle washington']	[]	0
883	2458100287756431167	" The President of the Republic of Korea  (Hangul: 대한민국 대통령; Hanja: 大韓民國 大統領; RR: Daehan Minguk Daetongryeong) is, according to the South Korean constitution, the chairperson of the cabinet, the chief executive of the government, commander - in - chief of the armed forces, and the head of state of South Korea. The Constitution and the amended Presidential Election Act of 1987 provide for election of the president by direct, secret ballot, ending sixteen years of indirect presidential elections under the preceding two governments. The president is directly elected to a five - year term, with no possibility of re-election. If a presidential vacancy should occur, a successor must be elected within sixty days, during which time presidential duties are to be performed by the prime minister or other senior cabinet members in the order of priority as determined by law. While in office, the chief executive lives in Cheong Wa Dae  (the ""Blue House ""), and is exempt from criminal liability  (except for insurrection or treason). "	what kind of leader does south korea have	head of state	['president']	[]	0
884	226866233489247834	 The 608 area code currently covers much of southwestern Wisconsin, including the capital city of Madison as well as the cities of Waunakee, Mount Horeb, Verona, Sun Prairie, Monroe, Platteville, Lancaster, Portage, Baraboo, Wisconsin Dells, Beloit, Janesville, La Crosse, Prairie du Chien, Prairie du Sac, Sauk City, Viroqua and Sparta. It was created in 1955 as a split from area code 414, and was the third area code created in Wisconsin. 	where is area code 608 in united states	southwestern wisconsin	['much of southwestern wisconsin']	[]	0
885	1512991699023132725	 The Battle of the Marne  (French: Première bataille de la Marne, also known as the Miracle of the Marne, Le Miracle de la Marne) was a World War I battle fought from 6 -- 10 September 1914. It resulted in an Allied victory against the German armies in the west. The battle was the culmination of the German advance into France and pursuit of the Allied armies which followed the Battle of the Frontiers in August and had reached the eastern outskirts of Paris. A counter-attack by six French armies and the British Expeditionary Force  (BEF) along the Marne River forced the Imperial German Army to retreat north - west, leading to the First Battle of the Aisne and the Race to the Sea. The battle was a victory for the Allied Powers but led to four years of trench warfare stalemate on the Western Front. 	who won the first battle of the marne	allied victory against the german armies in the west	['allied armies']	[]	0
886	-9194295035391414992	" Royson ""Roy "" Allan Anderson is a fictional character from the US television series The Office, portrayed by David Denman. His counterpart in the original UK series of The Office is Lee. "	what is roy's last name on the office	royson roy allan anderson	['anderson']	[]	0
887	-2035809625510998451	 In George Eliot's The Mill on the Floss  (1860), Mr Tulliver uses the phrase in discussing Daniel Defoe's The History of the Devil, saying how it was beautifully bound. 	who made the quote don't judge a book by its cover	mr tulliver	['in george eliots the mill on the floss 1860 mr tulliver']	[]	0
888	-8884302802446738867	 The refreshed 2016 RDX was introduced at the 2015 Chicago Auto Show, sales began in mid-April. The updated RDX uses a slightly more powerful revised 3.5 L SOHC V6 that produces 279 horsepower and 252 lb - ft of torque. The exterior adds LED headlamps  (low and high beams, DRL pipe and amber turn signals) and LED taillamps. Additionally, the 2016 RDX includes several driver assists in the AcuraWatch package including Adaptive Cruise Control and Lane Keeping Assist System  (LKAS). AWD was also updated to send up to 50 % torque to rear wheels  (on wet surfaces) opposed to up to 25 % in the previous model. 	what year did the acura rdx body style change	2016	['2015']	[]	0
889	2446225003930253334	 In a few northern areas, fish are also eaten. In studies performed at Amchitka Island in the 1960s, where the sea otter population was at carrying capacity, 50 % of food found in sea otter stomachs was fish. The fish species were usually bottom - dwelling and sedentary or sluggish forms, such as Hemilepidotus hemilepidotus and family Tetraodontidae. However, south of Alaska on the North American coast, fish are a negligible or extremely minor part of the sea otter's diet. Contrary to popular depictions, sea otters rarely eat starfish, and any kelp that is consumed apparently passes through the sea otter's system undigested. 	what kind of fish do sea otters eat	sea otters rarely eat starfish	['bottom dwelling and sedentary or sluggish forms such as hemilepidotus hemilepidotus and family tetraodontidae']	[]	0
890	1505258574806385765	 The placenta  (also known as afterbirth) is an organ that connects the developing fetus to the uterine wall to allow nutrient uptake, thermo - regulation, waste elimination, and gas exchange via the mother's blood supply; to fight against internal infection; and to produce hormones which support pregnancy. The placenta provides oxygen and nutrients to growing fetuses and removes waste products from the fetus's blood. The placenta attaches to the wall of the uterus, and the fetus's umbilical cord develops from the placenta. These organs connect the mother and the fetus. Placentas are a defining characteristic of placental mammals, but are also found in some non-mammals with varying levels of development. The homology of such structures in various viviparous organisms is debatable, and in invertebrates such as Arthropoda, is analogous at best. 	where is the placenta attached to the mother	placenta attaches to the wall of the uterus	['wall of the uterus']	[]	0
